year;country;commodity_group;main_commercial_species;preservation;presentation;value(EUR);volume(kg);price
2005;Italy;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     67317000,00;     30558000,00;            2,20
2005;Lithuania;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        51000,00;        18000,00;            2,83
2009;Slovakia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       341311,00;       154000,00;            2,22
2009;Slovakia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1338738,00;       636000,00;            2,10
2009;United Kingdom;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;        57411,00;         9000,00;            6,38
2009;United Kingdom;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       430444,00;       153000,00;            2,81
2010;Austria;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;        72792,00;         5000,00;           14,56
2010;Bulgaria;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;        42132,00;        18000,00;            2,34
2010;Bulgaria;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       599793,00;       698000,00;            0,86
2005;Austria;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        12000,00;         4000,00;            3,00
2005;Bulgaria;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       137000,00;       171000,00;            0,80
2010;Cyprus;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        17250,00;         2000,00;            8,63
2014;Italy;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     93013380,00;     32792870,00;            2,84
2005;France;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2005;France;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;       260000,00;        20000,00;           13,00
2005;France;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;      4409000,00;      1190000,00;            3,71
2014;Lithuania;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       142191,61;        44270,00;            3,21
2014;Lithuania;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       165475,85;        38110,00;            4,34
2014;Latvia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       494420,00;        89580,00;            5,52
2014;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      7695360,00;      3264020,00;            2,36
2002;Lithuania;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        91000,00;        21000,00;            4,33
2002;Latvia;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Latvia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;        37000,00;         7000,00;            5,29
2002;Portugal;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;        40000,00;         4000,00;           10,00
2000;Bulgaria;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;       205000,00;        70000,00;            2,93
2000;Bulgaria;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;        41000,00;        19000,00;            2,16
2000;Bulgaria;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       106000,00;        65000,00;            1,63
2000;Cyprus;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Czech Republic;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       138000,00;        52000,00;            2,65
2000;Germany;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;        57000,00;         7000,00;            8,14
2005;Greece;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      8327000,00;      2446000,00;            3,40
2005;Spain;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;     58499000,00;      3364000,00;           17,39
2005;Spain;Crustaceans;Rock lobster and sea crawfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2014;Poland;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     39239726,42;     14018150,00;            2,80
2018;Portugal;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      4013633,55;       456490,00;            8,79
2018;Portugal;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;       120556,37;        12040,00;           10,01
2018;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       225824,03;       303870,00;            0,74
2018;Portugal;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1827322,12;       661490,00;            2,76
2018;Romania;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       147948,86;        62200,00;            2,38
2018;Slovenia;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;       495980,53;        80000,00;            6,20
2018;Slovenia;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;        23630,00;         1700,00;           13,90
2018;Slovenia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      4214764,00;       978800,00;            4,31
2018;Slovakia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2811278,76;      1013820,00;            2,77
2018;United Kingdom;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;        47939,88;         2900,00;           16,53
2018;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      7969647,70;      2238750,00;            3,56
2014;Italy;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     49204190,00;      6830310,00;            7,20
2010;Germany;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      1447841,00;       526000,00;            2,75
2010;Germany;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      1405000,00;       502000,00;            2,80
2010;Germany;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;        40054,00;         5000,00;            8,01
2010;Denmark;Miscellaneous aquatic products;Seaweed and other algae;PS5 Unspecified;PR4 Unspecified;        20000,00;         5000,00;            4,00
2010;Estonia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       182112,00;        25000,00;            7,28
2010;Greece;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;        95410,00;        10000,00;            9,54
2010;Greece;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      7569192,00;      2712000,00;            2,79
2010;Spain;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1073504,00;       135000,00;            7,95
2010;Spain;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;      7167224,00;      1983000,00;            3,61
2010;Spain;Crustaceans;Shrimp, miscellaneous;PS5 Unspecified;PR4 Unspecified;       168240,00;        63000,00;            2,67
2010;Spain;Flatfish;Sole, common;PS5 Unspecified;PR4 Unspecified;      1047648,00;        97000,00;           10,80
2010;France;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;     10710028,00;      4002000,00;            2,68
2014;Romania;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;          790,00;          130,00;            6,08
2014;Slovenia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2496860,00;       747000,00;            3,34
2014;United Kingdom;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     46146470,00;     13024140,00;            3,54
2015;Austria;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       134110,03;        19400,00;            6,91
2015;Bulgaria;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;      2769992,22;      3113540,00;            0,89
2010;France;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;      4701303,50;       394000,00;           11,93
2010;Italy;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;      3154188,00;       559000,00;            5,64
2010;Italy;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       861310,00;       182000,00;            4,73
2010;Italy;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       311950,00;       104300,00;            2,99
2010;Italy;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;        66920,00;        20000,00;            3,35
2010;Latvia;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;         2798,00;         1000,00;            2,80
2010;Malta;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;     73704633,00;      4955459,00;           14,87
2010;Malta;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;       818677,00;       101524,00;            8,06
2010;Netherlands;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;     25500000,00;      3000000,00;            8,50
2015;Germany;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;     10182000,00;      1147000,00;            8,88
2015;Germany;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;       267000,00;        43000,00;            6,21
2015;Germany;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;       378171,20;        17600,00;           21,49
2015;Germany;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;       720000,00;        80000,00;            9,00
2015;Denmark;Miscellaneous aquatic products;Seaweed and other algae;PS5 Unspecified;PR4 Unspecified;        50237,04;       100500,00;            0,50
2015;Greece;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;    199871240,10;     36600100,00;            5,46
2015;Greece;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;      6848917,54;     18628400,00;            0,37
2015;Spain;Crustaceans;Shrimp, miscellaneous;PS5 Unspecified;PR4 Unspecified;       883810,37;       190040,00;            4,65
2015;Spain;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;        34336,92;         7790,00;            4,41
2015;Spain;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;     85337412,59;     16005230,00;            5,33
2010;Portugal;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;      5315959,00;      1053000,00;            5,05
2010;Portugal;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2208480,00;       952000,00;            2,32
2010;Sweden;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      5795270,00;      1307000,00;            4,43
2010;United Kingdom;Groundfish;Cod;PS5 Unspecified;PR4 Unspecified;         4080,00;         1000,00;            4,08
2010;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      1882764,00;      1267000,00;            1,49
2011;Austria;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       545000,00;       169000,00;            3,22
2011;Austria;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     10194674,28;      1663170,00;            6,13
2011;Belgium;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       439000,00;        81000,00;            5,42
2011;Bulgaria;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      5396000,00;      3109000,00;            1,74
2011;Cyprus;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      9126000,00;      1495000,00;            6,10
2005;Cyprus;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;        38000,00;         4000,00;            9,50
2005;Cyprus;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2005;Cyprus;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2005;Czech Republic;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1351000,00;       654000,00;            2,07
2005;Germany;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      5331000,00;      3215000,00;            1,66
2004;Slovakia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        10000,00;         6000,00;            1,67
2004;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;       188000,00;        80000,00;            2,35
2007;Sweden;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      1568000,00;       175000,00;            8,96
2007;Netherlands;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      3687000,00;            0,00;
2015;Finland;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;      6961180,00;       818000,00;            8,51
2015;Finland;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     41931860,00;     13955000,00;            3,00
2015;Croatia;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;     37849709,28;      2603360,00;           14,54
2015;Hungary;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      6009667,81;      2989000,00;            2,01
2015;Ireland;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       265995,00;        45000,00;            5,91
2015;Italy;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;     13980792,34;      1530630,00;            9,13
2015;Italy;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;    177765783,82;     48675160,00;            3,65
2007;France;Bivalves and other molluscs and aquatic invertebrates;Molluscs and aquatic invertebrates, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2007;France;Bivalves and other molluscs and aquatic invertebrates;Scallop;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2007;Hungary;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       125000,00;        42000,00;            2,98
2007;Ireland;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;     19250000,00;      8043000,00;            2,39
2007;Italy;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;      4536000,00;       720000,00;            6,30
2007;Italy;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;        59000,00;        10000,00;            5,90
2007;Lithuania;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;            0,00;        13000,00;
2015;Italy;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;       987098,37;       154390,00;            6,39
2015;Italy;Crustaceans;Shrimp, miscellaneous;PS5 Unspecified;PR4 Unspecified;           60,00;           10,00;            6,00
2011;Czech Republic;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     34210000,00;     19156000,00;            1,79
2011;Denmark;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;       777172,41;        66000,00;           11,78
2011;Denmark;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     83623000,00;     29885000,00;            2,80
2011;Estonia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        90362,00;        13000,00;            6,95
2011;Estonia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       127181,00;        46000,00;            2,76
2011;Estonia;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;         7662,00;         2000,00;            3,83
2011;Greece;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      3759882,00;       304000,00;           12,37
2011;Greece;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       172810,00;        49000,00;            3,53
2011;Greece;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;        11046,00;         1000,00;           11,05
2011;Greece;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;         3000,00;         1000,00;            3,00
2011;Spain;Bivalves and other molluscs and aquatic invertebrates;Scallop;PS5 Unspecified;PR4 Unspecified;        12000,00;         2000,00;            6,00
2011;Finland;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     33174000,00;      9981000,00;            3,32
2011;France;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;      5398000,00;       714000,00;            7,56
2015;Lithuania;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      7705616,50;      3596470,00;            2,14
2015;Poland;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      2452011,38;       737810,00;            3,32
2015;Portugal;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;      1941388,80;       295410,00;            6,57
2004;Spain;Flatfish;Sole, other;PS5 Unspecified;PR4 Unspecified;       407000,00;        34000,00;           11,97
2015;Portugal;Crustaceans;Shrimp, miscellaneous;PS5 Unspecified;PR4 Unspecified;        37608,05;        12920,00;            2,91
2004;Belgium;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;       167000,00;        25000,00;            6,68
2015;Romania;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     15268724,79;      9032160,00;            1,69
2015;Romania;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       173604,18;        84410,00;            2,06
2011;Hungary;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     23435000,00;     13139000,00;            1,78
2011;Ireland;Bivalves and other molluscs and aquatic invertebrates;Abalone;PS5 Unspecified;PR4 Unspecified;        21000,00;         1000,00;           21,00
2011;Ireland;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     16226000,00;     22671000,00;            0,72
2011;Italy;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;        15000,00;         1000,00;           15,00
2011;Italy;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     93309000,00;     36275000,00;            2,57
2011;Italy;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;        30000,00;        10000,00;            3,00
2004;Czech Republic;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2004;Czech Republic;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1331000,00;       645000,00;            2,06
2004;Czech Republic;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;       112000,00;        57000,00;            1,96
2004;Germany;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     44902000,00;     16044000,00;            2,80
2011;Latvia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        30000,00;        13000,00;            2,31
2004;Germany;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2011;Netherlands;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;      2002000,00;       260000,00;            7,70
2011;Poland;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;          448,09;           60,00;            7,47
2011;Poland;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      1426239,24;       425480,00;            3,35
2004;Germany;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2004;Germany;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     68239000,00;     22023000,00;            3,10
2011;Portugal;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       117000,00;       250000,00;            0,47
2011;Romania;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       477000,00;       192000,00;            2,48
2015;Slovenia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        16500,00;         7500,00;            2,20
2015;Slovenia;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;       286650,00;       573300,00;            0,50
2015;Slovakia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       566529,86;       263820,00;            2,15
2003;Italy;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2015;United Kingdom;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;      5977052,45;      1845510,00;            3,24
2003;Austria;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;         3000,00;         1000,00;            3,00
2016;Austria;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      2349650,00;       652500,00;            3,60
2016;Austria;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       203300,00;        21600,00;            9,41
2003;Belgium;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       811000,00;       306000,00;            2,65
2016;Austria;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        84280,00;         6200,00;           13,59
2016;Bulgaria;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      6832620,00;      4480040,00;            1,53
2006;United Kingdom;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;        52000,00;        13000,00;            4,00
2007;Austria;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;        10000,00;         2000,00;            5,00
2003;Sweden;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2003;Slovenia;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;       582000,00;       246000,00;            2,37
2016;Bulgaria;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     10233350,00;      3117630,00;            3,28
2003;Slovenia;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2011;Slovakia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      1640000,00;       578000,00;            2,84
2006;Slovenia;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;      2348000,00;       901000,00;            2,61
2006;Slovakia;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;         2000,00;         1000,00;            2,00
2011;United Kingdom;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;    678562000,00;    158310000,00;            4,29
2011;United Kingdom;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     32974000,00;     12679000,00;            2,60
2006;United Kingdom;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;United Kingdom;Groundfish;Cod;PS5 Unspecified;PR4 Unspecified;      2595000,00;       543000,00;            4,78
2012;Austria;Freshwater fish;Freshwater catfish;PS5 Unspecified;PR4 Unspecified;      1004000,00;       263000,00;            3,82
2012;Austria;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        63118,47;         4720,00;           13,37
2012;Austria;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;       180269,96;        10840,00;           16,63
2004;Bulgaria;Groundfish;Other groundfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2004;Bulgaria;Miscellaneous aquatic products;Seaweed and other algae;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Germany;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;     51883000,00;     11373000,00;            4,56
2002;Denmark;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Bulgaria;Freshwater fish;Carp;PS5 Unspecified;PR4 Unspecified;      1225000,00;       571000,00;            2,15
2012;Cyprus;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       495000,00;        55000,00;            9,00
2002;Cyprus;Crustaceans;Shrimp, warmwater;PS5 Unspecified;PR4 Unspecified;      1191000,00;        77000,00;           15,47
2002;Cyprus;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;       460000,00;        80000,00;            5,75
2002;Belgium;Freshwater fish;Tilapia;PS5 Unspecified;PR4 Unspecified;       635000,00;       150000,00;            4,23
2016;Germany;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      8935900,00;      1062000,00;            8,41
2002;Greece;Other marine fish;Seabream, gilthead;PS5 Unspecified;PR4 Unspecified;    136833000,00;     37944000,00;            3,61
2002;Spain;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;       484000,00;       187000,00;            2,59
2002;Spain;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;     20912000,00;      3339000,00;            6,26
2002;Spain;Groundfish;Other groundfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Bulgaria;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2002;Croatia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;        19000,00;         9000,00;            2,11
2002;France;Bivalves and other molluscs and aquatic invertebrates;Mussel Mytilus spp;PS5 Unspecified;PR4 Unspecified;     96905000,00;     68698000,00;            1,41
2006;Poland;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      6657000,00;      2545000,00;            2,62
2016;Germany;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     33338400,00;      9272000,00;            3,60
2016;Denmark;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;        64960,00;         4000,00;           16,24
2016;Denmark;Salmonids;Salmon;PS5 Unspecified;PR4 Unspecified;      5994069,93;      1289000,00;            4,65
2016;Estonia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;      1166395,30;       152860,00;            7,63
2002;France;Freshwater fish;Pike-perch;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2006;Portugal;Bivalves and other molluscs and aquatic invertebrates;Clam;PS5 Unspecified;PR4 Unspecified;     20899000,00;      2448000,00;            8,54
2000;Austria;Salmonids;Other salmonids;PS5 Unspecified;PR4 Unspecified;        60000,00;        10000,00;            6,00
2000;Belgium;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;       893000,00;       100000,00;            8,93
2000;Denmark;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;     26057000,00;      2674000,00;            9,74
2000;Denmark;Flatfish;Sole, common;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Greece;Other marine fish;Seabream, other;PS5 Unspecified;PR4 Unspecified;       410000,00;        86000,00;            4,77
2000;Spain;Tuna and tuna-like species;Tuna, bigeye;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Spain;Other marine fish;Seabass, other;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2000;Spain;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;      4005000,00;       411000,00;            9,74
2000;Spain;Salmonids;Trout;PS5 Unspecified;PR4 Unspecified;     78922000,00;     33133000,00;            2,38
2000;Spain;Flatfish;Turbot;PS5 Unspecified;PR4 Unspecified;     31088000,00;      3378000,00;            9,20
2000;Spain;Tuna and tuna-like species;Tuna, yellowfin;PS5 Unspecified;PR4 Unspecified;            0,00;            0,00;
2012;Estonia;Crustaceans;Freshwater crayfish;PS5 Unspecified;PR4 Unspecified;         7000,00;            0,00;
2012;Estonia;Freshwater fish;Other freshwater fish;PS5 Unspecified;PR4 Unspecified;       569480,00;        87290,00;            6,52
2012;Estonia;Freshwater fish;Pike;PS5 Unspecified;PR4 Unspecified;          240,00;          120,00;            2,00
2012;Greece;Other marine fish;Seabass, European;PS5 Unspecified;PR4 Unspecified;    191513000,00;     35268000,00;            5,43
2012;Greece;Other marine fish;Other marine fish;PS5 Unspecified;PR4 Unspecified;     10678000,00;      2240000,00;            4,77
2007;France;Tuna and tuna-like species;Tuna, bluefin;PS5 Unspecified;PR4 Unspecified;      2211000,00;       202000,00;           10,95
2012;Greece;Bivalves and other molluscs and aquatic invertebrates;Oyster;PS5 Unspecified;PR4 Unspecified;         2000,00;          541,67;            3,69
2012;Spain;Other marine fish;Smelt;PS5 Unspecified;PR4 Unspecified;         3000,00;         1000,00;            3,00
2000;France;Freshwater fish;Eel;PS5 Unspecified;PR4 Unspecified;       208000,00;        42000,00;            4,95
